ISO2,ISO3,COUNTRY,REGION,LDC,LLDC,SIDS,YEAR,POP,POP_RANK,POP_PERCENTILE,PIP,PIP_RANK,PIP_PERCENTILE,IP,IP_1,IP_2,IP_3,IP_4,IP_5,IP_6,PEP,PEP_RANK,PEP_PERCENTILE,EP,EP_1,EP_2,EP_3,EP_4,POP_R,POP_R_RANK,POP_R_PERCENTILE,PARTY_CODE,PARTY_NAME
SR,SUR,Suriname,South America,0,0,1,2008,,,,,,,27.441666666666663,15.9,45.25,13.299999999999995,20.5,19.7,50.0,,,,,46.44054088788906,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2008,8.154734286190605,16.0,0.2857142857142857,7.5697777777777775,16.0,0.3181818181818182,23.655555555555555,15.03333333333334,42.0,16.60000000000001,16.0,17.299999999999997,35.0,8.739690794603433,15.0,0.3333333333333333,27.31153373313573,36.36161031491935,33.50878746594006,19.128439596666663,20.247297555016843,0.32,17.0,0.3043478260869565,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2008,11.44428165007502,13.0,0.4285714285714285,6.709233333333332,17.0,0.2727272727272727,12.97222222222222,7.13333333333333,20.4,11.099999999999994,4.8,4.4,30.0,16.17932996681671,10.0,0.5714285714285714,31.282540539088764,40.32411986155119,34.57377384196185,31.935775296666662,18.29649315617536,0.5172,12.0,0.5217391304347826,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2008,73.13531372286948,1.0,1.0,91.9974611111111,1.0,1.0,92.55277777777776,95.16666666666669,85.15,96.1,93.3,95.6,90.0,54.27316633462787,1.0,1.0,54.60077096039021,64.89149903876375,47.9932901907357,49.80922286,55.70907175206138,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2009,38.0348823774152,5.0,0.8,40.99990555555555,8.0,0.6666666666666666,47.072222222222216,32.43333333333333,59.7,24.3,48.4,37.6,80.0,35.06985919927484,3.0,0.9,40.263902639810375,48.32186027406478,29.61870145661972,49.80655207666666,33.308496751890345,0.871,6.0,0.7727272727272727,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2009,20.241339852790546,10.0,0.55,12.0267,13.0,0.4285714285714285,15.908333333333331,13.799999999999995,21.85,23.700000000000003,12.7,13.4,10.0,28.455979705581093,5.0,0.8,37.64018479574219,26.651237567715757,34.08021117166212,55.16476556333333,34.66452488025753,0.756,8.0,0.6818181818181818,DLP,Democratic Labour Party
BO,BOL,Bolivia,South America,0,1,0,2009,45.78558283278035,3.0,0.9,61.35321666666666,3.0,0.9047619047619048,65.33888888888889,57.43333333333334,70.1,56.7,69.19999999999999,58.6,80.0,30.217948998894045,4.0,0.85,32.18098934919494,54.07076940493976,26.379938692098094,24.04056728,24.23268201974189,0.939,3.0,0.9090909090909092,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2009,23.101174385889536,9.0,0.6,22.3428,10.0,0.5714285714285714,34.4,12.399999999999997,60.2,10.200000000000005,55.400000000000006,18.2,50.0,23.85954877177908,7.0,0.7,36.73525599965986,55.11406311602877,24.30539500785057,40.92175658,26.599809294760128,0.6495,11.0,0.5454545454545454,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2009,6.828509667591234,18.0,0.15,3.0656000000000003,21.0,0.0476190476190476,6.400000000000001,3.600000000000004,16.5,1.7000000000000028,3.0,3.6,10.0,10.591419335182469,13.0,0.4,22.11152262042269,36.35280190867159,21.36369209809264,17.568104423333335,13.161492051593196,0.479,14.0,0.4090909090909091,PS,Socialist Party of Chile
CO,COL,Colombia,South America,0,0,0,2009,,,,,,,36.16944444444445,20.26666666666667,51.55,17.5,41.1,26.6,60.0,,,,31.372753734467533,40.66863784304872,16.570708446866483,39.80872828666667,28.44294036128825,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2009,7.7724132738198,16.0,0.25,6.423300000000001,18.0,0.1904761904761904,19.825000000000003,5.00000000000001,33.95,5.1000000000000085,17.9,7.000000000000001,50.0,9.1215265476396,15.0,0.3,28.15285971493703,36.24503138840589,15.841835347098808,43.429926576666674,17.094645547576754,0.324,16.0,0.3181818181818182,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2009,,,,,,,,89.39999999999999,,92.2,60.5,84.89999999999999,,,,,,,,,,0.7918000000000001,7.0,0.7272727272727273,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2009,7.531008066559632,17.0,0.2,10.603285416666663,14.0,0.3809523809523809,74.01944444444445,69.06666666666668,73.35,80.9,76.7,74.1,70.0,4.4587307164526,19.0,0.1,31.125519835620253,44.17716380933275,11.127145776566763,45.291233266666666,23.906536489914828,0.14325,20.0,0.1363636363636363,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2009,54.38124091635286,2.0,0.95,68.20097777777778,2.0,0.9523809523809524,70.45555555555556,70.03333333333335,70.5,73.8,62.0,71.39999999999999,75.0,40.56150405492794,2.0,0.95,41.902380222033,56.12088282334528,21.11859673024523,61.66233840666666,28.707702927874813,0.968,2.0,0.9545454545454546,PAIS,PAIS Alliance
SV,SLV,El Salvador,Central America,0,0,0,2009,33.42982119495546,7.0,0.7,47.552083333333336,6.0,0.7619047619047619,52.083333333333336,46.19999999999999,61.0,43.3,62.0,50.0,50.0,19.307559056577585,8.0,0.65,21.14738122297654,40.374499867667794,8.832662951024503,17.54037459,17.84198748321387,0.913,4.0,0.8636363636363636,FMLN,Farabundo Martí National Liberation Front
GT,GTM,Guatemala,Central America,0,0,0,2009,30.093480311786124,8.0,0.65,41.09153333333333,7.0,0.7142857142857143,55.230555555555554,41.43333333333333,72.44999999999999,21.099999999999994,72.89999999999999,53.5,70.0,19.09542729023892,9.0,0.6,25.665896895482412,50.92510455830921,8.72360354223433,25.568099996666664,17.446779484719457,0.744,9.0,0.6363636363636364,UNE,National Unity of Hope
GY,GUY,Guyana,South America,0,0,1,2009,,,,8.539991111111112,15.0,0.3333333333333333,62.06388888888889,50.23333333333333,72.35,64.5,70.7,54.6,60.0,,,,,39.86006496742343,,46.78894214,27.323434172877853,0.1376,21.0,0.0909090909090909,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2009,42.379523429912005,4.0,0.85,59.29653,4.0,0.8571428571428571,65.55,54.9,80.2,20.099999999999994,76.4,71.7,90.0,25.46251685982401,6.0,0.75,28.147818770532844,45.280366021003,11.328031335149872,33.66899525666667,22.313882469311835,0.9046,5.0,0.8181818181818182,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2009,11.980101744501388,12.0,0.45,17.639149999999997,11.0,0.5238095238095238,67.32499999999999,54.1,78.35,54.4,81.69999999999999,65.4,70.0,6.32105348900278,17.0,0.2,24.12615835497244,44.68674800402926,8.475000000000001,22.15786867,21.18501674586049,0.262,18.0,0.2272727272727272,PLH,Liberal Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2009,5.8380179082091725,19.0,0.1,6.064683333333334,19.0,0.1428571428571428,26.48333333333333,13.699999999999998,42.6,17.0,18.2,17.4,50.0,5.611352483085011,18.0,0.15,24.503722633559,32.920687755925066,13.245387850495916,24.88157449333333,26.967240434481678,0.229,19.0,0.1818181818181818,JLP,Jamaica Labour Party
MX,MEX,Mexico,Central America,0,0,0,2009,3.840749502451661,20.0,0.05,4.351825000000001,20.0,0.0952380952380952,39.925,33.400000000000006,51.35,30.90000000000001,37.7,36.2,50.0,3.3296740049033207,20.0,0.05,30.54746793489285,41.385353918510695,20.705245231607627,37.49285593,22.60641665945308,0.109,22.0,0.0454545454545454,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2009,36.90321720188512,6.0,0.75,55.71209888888889,5.0,0.8095238095238095,80.36944444444444,85.36666666666667,77.94999999999999,73.7,81.89999999999999,88.3,75.0,18.094335514881347,10.0,0.55,26.10261903473939,43.31259618273882,13.9100584662863,26.828053083333334,20.359768406599105,0.6932,10.0,0.5909090909090909,FSLN,Sandinista National Liberation Front
PA,PAN,Panama,Central America,0,0,0,2009,19.404570220011664,11.0,0.5,26.01449444444445,9.0,0.6190476190476191,47.99722222222223,36.23333333333333,58.15,29.200000000000003,48.3,46.1,70.0,12.794645995578882,12.0,0.45,23.60635792542229,40.75060869227637,16.97070844686648,17.353075503333333,19.35103905921298,0.542,12.0,0.5,PRD,Democratic Revolutionary Party
PY,PRY,Paraguay,South America,0,1,0,2009,,,,,,,51.11111111111111,29.96666666666667,73.19999999999999,19.5,70.39999999999999,43.6,70.0,,,,25.968275116881944,50.1346003403232,11.264362108805727,21.096673043333336,21.377464975065507,,,,,
PE,PER,Peru,South America,0,0,0,2009,9.883362743594889,14.0,0.35,12.7642,12.0,0.4761904761904761,37.32222222222222,23.73333333333333,52.1,19.3,39.2,29.6,60.0,7.002525487189774,16.0,0.25,20.47522072277712,39.72758591132226,9.179734332425063,17.84760085666667,15.14596179069448,0.342,15.0,0.3636363636363636,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party
SR,SUR,Suriname,South America,0,0,1,2009,,,,,,,28.686111111111117,15.866666666666664,42.75,13.299999999999995,20.5,19.7,60.0,,,,,46.563995954555736,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2009,8.625469821407126,15.0,0.3,7.802083333333335,16.0,0.2857142857142857,24.30555555555556,15.03333333333334,41.0,16.60000000000001,16.0,17.2,40.0,9.448856309480918,14.0,0.35,29.435689437635254,38.23159833559743,40.22540871934605,19.266666666666666,20.01908402893088,0.321,17.0,0.2727272727272727,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2009,11.315278042966812,13.0,0.4,6.551944444444444,17.0,0.238095238095238,12.72222222222222,7.13333333333333,18.9,11.099999999999994,4.8,4.4,30.0,16.078611641489182,11.0,0.5,31.22060512910521,38.304209164462215,36.34489100817439,32.4,17.833320343784237,0.515,13.0,0.4545454545454545,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2009,76.08000520581066,1.0,1.0,93.57957777777776,1.0,1.0,94.14444444444445,95.46666666666664,87.4,96.1,94.8,96.1,95.0,58.58043263384357,1.0,1.0,58.93403685497341,61.681615406732895,47.9932901907357,72.10000000000001,53.96124182242502,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2010,38.19857381328545,5.0,0.8,40.66118333333333,7.0,0.7142857142857143,46.68333333333334,32.0,59.7,23.0,48.4,37.0,80.0,35.73596429323757,3.0,0.9,41.02866164550812,44.9918066052173,31.242285333579503,52.93333333333334,34.94722130990235,0.871,5.0,0.8181818181818182,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2010,21.36889392808969,11.0,0.5,13.767599999999998,11.0,0.5238095238095238,18.21111111111111,13.966666666666663,22.5,23.700000000000003,15.0,14.099999999999998,20.0,28.97018785617939,5.0,0.8,38.32035430711559,26.607277909255245,34.42762261580381,55.63333333333333,36.613183370069976,0.756,9.0,0.6363636363636364,DLP,Democratic Labour Party
BO,BOL,Bolivia,South America,0,1,0,2010,48.16116843227446,3.0,0.9,63.990048888888886,3.0,0.9047619047619048,68.83611111111111,61.06666666666666,70.15,58.1,70.3,63.4,90.0,32.33228797566003,4.0,0.85,34.78086055901466,56.80493021841511,26.379938692098094,28.933333333333334,27.005239992212104,0.9296,3.0,0.9090909090909092,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2010,22.907404290058885,10.0,0.55,21.981366666666663,10.0,0.5714285714285714,34.23888888888889,12.133333333333326,60.2,9.399999999999991,55.400000000000006,18.3,50.0,23.833441913451107,7.0,0.7,37.12374129821045,52.989075173495394,26.746291165877963,41.4,27.359598853468427,0.642,12.0,0.5,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2010,1.453996669642081,20.0,0.05,0.7783166666666668,21.0,0.0476190476190476,7.630555555555557,3.233333333333339,17.75,1.7000000000000028,4.5,3.6,15.0,2.129676672617495,20.0,0.05,20.8791830648774,32.70741428929208,19.41137602179836,19.0,12.397941948419174,0.102,22.0,0.0454545454545454,RN,National Renewal
CO,COL,Colombia,South America,0,0,0,2010,,,,,,,32.81944444444445,19.566666666666677,48.85,16.900000000000006,35.7,25.9,50.0,,,,29.867554686661958,35.047111415276426,17.341825613079017,38.66666666666666,28.41461505162571,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2010,7.704233691149351,15.0,0.3,6.083100000000001,18.0,0.1904761904761904,18.775,4.900000000000006,31.65,5.1000000000000085,14.3,6.7,50.0,9.3253673822987,14.0,0.35,28.781998093514503,37.84093326853339,16.02690735694823,44.06666666666666,17.193485081909742,0.324,16.0,0.3181818181818182,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2010,,,,,,,,89.39999999999999,,92.2,60.5,85.0,,,,,,,,,,0.7916000000000001,8.0,0.6818181818181818,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2010,6.407572068795686,16.0,0.25,9.428108333333332,14.0,0.3809523809523809,73.08611111111111,68.06666666666666,73.35,76.7,76.7,73.7,70.0,3.387035804258038,18.0,0.15,26.256091505876263,44.88515602366911,10.819243869209814,29.73333333333333,19.5866327972928,0.129,18.0,0.2272727272727272,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2010,55.49919348730692,2.0,0.95,69.69614930555556,2.0,0.9523809523809524,72.13055555555556,71.13333333333334,71.65,74.0,63.3,72.7,80.0,41.30223766905827,2.0,0.95,42.7448772771625,54.87307216289268,22.268596730245235,65.36666666666666,28.47117354884547,0.96625,2.0,0.9545454545454546,PAIS,PAIS Alliance
SV,SLV,El Salvador,Central America,0,0,0,2010,31.044882430245984,7.0,0.7,43.36575,6.0,0.7619047619047619,50.25,42.50000000000001,61.5,39.2,62.0,46.3,50.0,18.72401486049197,9.0,0.6,21.696425099063696,41.259884803094685,9.026634877384204,18.633333333333336,17.865847382442553,0.863,6.0,0.7727272727272727,FMLN,Farabundo Martí National Liberation Front
GT,GTM,Guatemala,Central America,0,0,0,2010,29.542831003117925,8.0,0.65,40.3806,8.0,0.6666666666666666,54.275,41.6,70.94999999999999,21.700000000000003,72.89999999999999,53.5,65.0,18.705062006235845,10.0,0.55,25.14121237397291,50.50619129831379,8.36938010899182,26.6,15.089278088586028,0.744,10.0,0.5909090909090909,UNE,National Unity of Hope
GY,GUY,Guyana,South America,0,0,1,2010,,,,7.319203333333333,16.0,0.2857142857142857,63.20555555555556,51.13333333333333,72.6,64.5,71.2,54.8,65.0,,,,,39.75653118769082,,46.333333333333336,28.21972958243273,0.1158,21.0,0.0909090909090909,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2010,44.10944827647331,4.0,0.85,61.055,4.0,0.8571428571428571,67.83888888888889,61.23333333333334,81.2,20.099999999999994,76.4,78.10000000000001,90.0,27.163896552946618,6.0,0.75,30.182107281051795,49.504295127526746,12.628031335149863,34.300000000000004,24.29610266153057,0.9,4.0,0.8636363636363636,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2010,6.195249584790288,17.0,0.2,9.256177777777776,15.0,0.3333333333333333,72.31388888888888,61.833333333333336,77.45,74.1,80.9,69.6,70.0,3.1343213918027977,19.0,0.1,24.48688587345936,45.70544695062316,8.475000000000001,23.266666666666666,20.500429876547592,0.128,19.0,0.1818181818181818,PNH,National Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2010,5.905371619016417,18.0,0.15,6.363677777777778,17.0,0.238095238095238,27.48888888888889,13.533333333333331,43.6,16.5,18.2,18.1,55.0,5.447065460255056,16.0,0.25,23.529440433067197,32.40352352127213,11.29322207084468,23.866666666666664,26.5543494734853,0.2315,17.0,0.2727272727272727,JLP,Jamaica Labour Party
MX,MEX,Mexico,Central America,0,0,0,2010,4.171950862262793,19.0,0.1,4.833666666666667,20.0,0.0952380952380952,40.28055555555556,33.733333333333334,50.85,33.7,37.7,35.7,50.0,3.510235057858919,17.0,0.2,29.251958815490998,37.6462839106267,19.38753405994551,37.9,22.074017291391776,0.12,20.0,0.1363636363636363,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2010,36.79917786643831,6.0,0.75,55.3716,5.0,0.8095238095238095,81.0,85.5,79.4,73.7,83.8,88.6,75.0,18.22675573287662,11.0,0.5,26.662896039901437,45.172520988163626,14.499965940054503,28.633333333333336,18.345763898054276,0.6836,11.0,0.5454545454545454,FSLN,Sandinista National Liberation Front
PA,PAN,Panama,Central America,0,0,0,2010,27.98766558774552,9.0,0.6,37.18490388888889,9.0,0.6190476190476191,46.33055555555556,36.23333333333333,57.15,29.200000000000003,48.3,47.1,60.0,18.790427286602156,8.0,0.65,23.411945286072957,38.24494422629927,16.97070844686648,18.933333333333334,19.49879513779273,0.8026,7.0,0.7272727272727273,CD,Democratic Change
PY,PRY,Paraguay,South America,0,1,0,2010,,,,,,,51.11111111111111,29.96666666666667,73.19999999999999,19.5,70.39999999999999,43.6,70.0,,,,25.439596646235792,47.38422561505959,11.202111716621246,21.53333333333333,21.638715919929,,,,,
PE,PER,Peru,South America,0,0,0,2010,9.527451187299633,14.0,0.35,12.62075,13.0,0.4285714285714285,36.90277777777778,22.86666666666667,52.15,16.900000000000006,40.3,29.2,60.0,6.434152374599266,15.0,0.3,18.81331103683996,33.869083842389394,9.809400544959123,19.46666666666667,12.10809309334465,0.342,15.0,0.3636363636363636,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party
SR,SUR,Suriname,South America,0,0,1,2010,,,,,,,29.46388888888889,17.53333333333333,42.25,15.5,20.5,21.0,60.0,,,,35.607836543992185,46.51670134263879,26.205858310626702,34.06666666666667,35.642119856036565,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2010,13.54521870583968,12.0,0.45,13.172945138888892,12.0,0.4761904761904761,27.202777777777783,15.566666666666672,42.35,16.60000000000001,20.7,18.0,50.0,13.91749227279047,13.0,0.4,28.740304125535303,37.7114270258327,37.50061307901908,20.23333333333333,19.51584306395609,0.48425,14.0,0.4090909090909091,UNC,United National Congress
UY,URY,Uruguay,South America,0,0,0,2010,11.05797558711814,13.0,0.4,6.007088888888888,19.0,0.1428571428571428,11.755555555555556,7.433333333333337,17.9,10.700000000000005,4.8,4.7,25.0,16.108862285347392,12.0,0.45,31.52419233923169,39.04624956991197,36.75361035422344,32.56666666666667,17.730242766124682,0.511,13.0,0.4545454545454545,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2010,77.20749779640775,1.0,1.0,94.00414444444444,1.0,1.0,95.33888888888887,95.53333333333336,88.4,96.2,95.8,96.1,100.0,60.41085114837104,1.0,1.0,61.26861171234386,64.24339311275291,47.9932901907357,77.43333333333334,55.40443021255352,0.986,1.0,1.0,PSUV,United Socialist Party of Venezuela
AR,ARG,Argentina,South America,0,0,0,2011,38.97617455716715,5.0,0.8095238095238095,41.59025,7.0,0.7272727272727273,47.75,33.4,59.7,27.700000000000003,48.4,37.3,80.0,36.3620991143343,3.0,0.9047619047619048,41.74753055606693,44.8612834799419,33.0490737078381,52.26666666666667,36.81309836982106,0.871,5.0,0.8260869565217391,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2011,20.448768978575828,11.0,0.5238095238095238,13.5156,11.0,0.5454545454545454,17.877777777777776,13.966666666666663,20.5,23.700000000000003,15.0,14.099999999999998,20.0,27.38193795715166,5.0,0.8095238095238095,36.21949465231701,26.0535811070383,31.66514209537348,54.56666666666666,32.5925887401896,0.756,9.0,0.6521739130434783,DLP,Democratic Labour Party
BO,BOL,Bolivia,South America,0,1,0,2011,47.56034850901978,3.0,0.9047619047619048,63.57303944444444,3.0,0.9090909090909092,69.08611111111111,61.06666666666666,71.65,58.1,70.3,63.4,90.0,31.547657573595128,4.0,0.8571428571428571,34.283479214947974,56.8130294148119,26.379938692098094,27.066666666666663,26.87428208621523,0.9202,3.0,0.9130434782608696,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2011,23.17135704195055,10.0,0.5714285714285714,22.137312499999997,10.0,0.5909090909090909,33.87499999999999,11.999999999999991,59.05,8.899999999999991,55.1,18.2,50.0,24.205401583901104,7.0,0.7142857142857143,37.03963517046841,52.54854599159063,27.00293294628748,41.36666666666667,27.24039507732885,0.6535,12.0,0.5217391304347826,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2011,1.646661248752218,21.0,0.0476190476190476,0.9044777777777772,22.0,0.0454545454545454,7.797222222222224,3.233333333333339,18.75,1.7000000000000028,4.5,3.6,15.0,2.388844719726659,21.0,0.0476190476190476,20.593488963160876,33.34442381098045,18.707016348773838,17.366666666666664,12.955849026222538,0.1159999999999999,21.0,0.1304347826086956,RN,National Renewal
CO,COL,Colombia,South America,0,0,0,2011,11.674884319225576,13.0,0.4285714285714285,12.166,13.0,0.4545454545454545,30.8,18.000000000000004,46.7,16.60000000000001,30.4,23.1,50.0,11.183768638451154,14.0,0.3809523809523809,28.313338325192795,33.732593354789046,14.87316076294278,38.06666666666667,26.58093251637268,0.395,15.0,0.391304347826087,Partido-U,Social Party of National Unity
CR,CRI,Costa Rica,Central America,0,0,0,2011,6.7449267879995,16.0,0.2857142857142857,5.746500000000001,20.0,0.1363636363636363,17.736111111111114,4.866666666666674,30.65,5.1000000000000085,14.3,6.5,45.0,7.743353575998998,15.0,0.3333333333333333,23.899239432095676,38.23484278534578,15.979223433242502,26.433333333333334,14.949558176461068,0.324,17.0,0.3043478260869565,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2011,,,,,,,,89.39999999999999,,92.2,60.5,85.0,,,,,,,,,,0.7914,7.0,0.7391304347826086,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2011,6.511280902607874,17.0,0.238095238095238,9.651162037037032,15.0,0.3636363636363636,74.43055555555556,69.53333333333335,73.35,82.7,76.7,74.3,70.0,3.3713997681787147,19.0,0.1428571428571428,26.000512350992672,46.02231820212395,10.580871629210243,27.633333333333336,19.76552623930316,0.1296666666666666,20.0,0.1739130434782608,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2011,55.048808644361095,2.0,0.9523809523809524,69.44132083333334,2.0,0.9545454545454546,71.99722222222222,71.33333333333333,70.65,74.0,63.3,72.7,80.0,40.656296455388855,2.0,0.9523809523809524,42.152717942342,54.49192326405986,22.268596730245235,65.03333333333333,26.817018441729545,0.9645,2.0,0.9565217391304348,PAIS,PAIS Alliance
SV,SLV,El Salvador,Central America,0,0,0,2011,30.06011642753947,7.0,0.7142857142857143,42.547,6.0,0.7727272727272727,52.333333333333336,42.50000000000001,64.0,39.2,62.0,46.3,60.0,17.57323285507894,11.0,0.5238095238095238,21.61529256467274,41.688038011011415,9.893119891008176,16.7,18.18001235667137,0.8130000000000001,6.0,0.782608695652174,FMLN,Farabundo Martí National Liberation Front
GT,GTM,Guatemala,Central America,0,0,0,2011,29.307133462581437,8.0,0.6666666666666666,40.5294,8.0,0.6818181818181818,54.475,42.0,69.44999999999999,23.90000000000001,72.89999999999999,53.6,65.0,18.084866925162867,8.0,0.6666666666666666,24.30761683489633,49.43008033675945,8.301260217983653,24.53333333333333,14.965793451508894,0.744,10.0,0.6086956521739131,UNE,National Unity of Hope
GY,GUY,Guyana,South America,0,0,1,2011,,,,6.019655555555556,19.0,0.1818181818181818,64.03888888888889,51.13333333333333,72.6,64.5,71.2,54.8,70.0,,,,,36.73357590013587,,44.73333333333333,28.21704445218669,0.094,23.0,0.0434782608695652,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2011,44.05417395259969,4.0,0.8571428571428571,61.34484888888888,4.0,0.8636363636363636,68.5111111111111,60.866666666666674,80.6,21.200000000000003,79.2,79.2,90.0,26.7634990163105,6.0,0.7619047619047619,29.889992200480798,48.43979851808057,12.628031335149863,32.1,26.39213894869273,0.8954,4.0,0.8695652173913043,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2011,5.055694980637615,19.0,0.1428571428571428,7.507066666666665,16.0,0.3181818181818182,72.18333333333332,60.7,78.19999999999999,74.1,81.39999999999999,68.7,70.0,2.6043232946085637,20.0,0.0952380952380952,25.04157014046696,45.90712587883287,8.475000000000001,22.266666666666666,23.51748801636829,0.104,22.0,0.0869565217391304,PNH,National Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2011,6.026248129319041,18.0,0.1904761904761904,6.670300000000001,17.0,0.2727272727272727,28.50555555555556,13.533333333333331,44.1,16.5,18.2,18.7,60.0,5.38219625863808,17.0,0.238095238095238,23.000838712128548,31.31359659729918,11.77278610354224,22.5,26.41697214767276,0.234,18.0,0.2608695652173913,JLP,Jamaica Labour Party
MX,MEX,Mexico,Central America,0,0,0,2011,4.536667409772104,20.0,0.0952380952380952,5.309502777777778,21.0,0.0909090909090909,40.53055555555556,33.733333333333334,52.35,33.7,37.7,35.7,50.0,3.763832041766429,18.0,0.1904761904761904,28.73154230356052,34.99526962227251,19.59189373297004,38.1,22.239005858999533,0.131,19.0,0.217391304347826,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2011,36.40578632659925,6.0,0.7619047619047619,55.20060000000001,5.0,0.8181818181818182,81.9,85.5,79.4,73.7,83.8,89.0,80.0,17.610972653198488,10.0,0.5714285714285714,26.12903954480488,46.84115658209648,13.896423705722066,26.1,17.678577891400963,0.674,11.0,0.5652173913043478,FSLN,Sandinista National Liberation Front
PA,PAN,Panama,Central America,0,0,0,2011,26.45813121707857,9.0,0.6190476190476191,35.220488333333336,9.0,0.6363636363636364,46.33055555555556,36.23333333333333,57.15,29.200000000000003,48.3,47.1,60.0,17.695774100823805,9.0,0.6190476190476191,23.27778755699001,38.584771703960136,16.97070844686648,17.633333333333336,19.922336743800088,0.7602,8.0,0.6956521739130435,CD,Democratic Change
PY,PRY,Paraguay,South America,0,1,0,2011,,,,,,,51.394444444444446,29.96666666666667,74.69999999999999,19.5,70.39999999999999,43.8,70.0,,,,24.597689132555704,45.20738646106288,11.421457765667569,19.7,22.061912303492377,,,,,
PE,PER,Peru,South America,0,0,0,2011,8.615308550796012,15.0,0.3333333333333333,10.99435,14.0,0.4090909090909091,32.14722222222222,20.63333333333334,44.55,14.900000000000006,26.1,26.700000000000003,60.0,6.236267101592025,16.0,0.2857142857142857,18.23469912746206,33.070371290198835,8.854359673024526,18.96666666666667,12.047398879958216,0.342,16.0,0.3478260869565217,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party
SR,SUR,Suriname,South America,0,0,1,2011,,,,,,,29.41388888888889,17.53333333333333,41.75,15.5,20.5,21.2,60.0,,,,34.994835363095675,46.59998950177231,27.37207084468665,31.2,34.80728110592375,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2011,13.149665638639906,12.0,0.4761904761904761,12.812508333333335,12.0,0.5,27.202777777777783,15.566666666666672,42.35,16.60000000000001,20.7,18.0,50.0,13.486822943946478,13.0,0.4285714285714285,28.634443617720763,38.177964596637175,37.50061307901908,19.4,19.45919679522681,0.471,14.0,0.4347826086956521,UNC,United National Congress
UY,URY,Uruguay,South America,0,0,0,2011,11.29329463020322,14.0,0.3809523809523809,6.467066666666666,18.0,0.2272727272727272,12.755555555555556,7.433333333333337,18.9,10.700000000000005,4.8,4.7,30.0,16.119522593739774,12.0,0.4761904761904761,31.793930165167204,40.30172428118862,36.63099455040872,32.4,17.843001829071483,0.507,13.0,0.4782608695652174,FA/EP,Broad Front / Progressive Encounter
