YEAR,ISO3,v2paid,v2paenname,v2pashname,VPARTY
2007.0,COL,759.0,Social Party of National Unity,Partido-U,0.37575000000000003
2007.0,COL,1577.0,Colombian Conservative Party,PCC,0.294
2007.0,COL,3815.0,Coalition,Co,0.277
2007.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2007.0,COL,4853.0,National Salvation Movement,MSN,0.425
2008.0,COL,218.0,Alternative Democratic Pole,PDA,0.9225000000000001
2008.0,COL,362.0,Colombian Liberal Party,PLC,0.53
2008.0,COL,561.0,Radical Change,CR,0.29500000000000004
2008.0,COL,759.0,Social Party of National Unity,Partido-U,0.3805
2008.0,COL,1577.0,Colombian Conservative Party,PCC,0.294
2008.0,COL,3815.0,Coalition,Co,0.277
2008.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2008.0,COL,4853.0,National Salvation Movement,MSN,0.425
2009.0,COL,218.0,Alternative Democratic Pole,PDA,0.91825
2009.0,COL,362.0,Colombian Liberal Party,PLC,0.525
2009.0,COL,561.0,Radical Change,CR,0.28650000000000003
2009.0,COL,759.0,Social Party of National Unity,Partido-U,0.38525
2009.0,COL,1577.0,Colombian Conservative Party,PCC,0.294
2009.0,COL,3815.0,Coalition,Co,0.277
2009.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2009.0,COL,4853.0,National Salvation Movement,MSN,0.425
2010.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2010.0,COL,362.0,Colombian Liberal Party,PLC,0.52
2010.0,COL,561.0,Radical Change,CR,0.278
2010.0,COL,759.0,Social Party of National Unity,Partido-U,0.39
2010.0,COL,1577.0,Colombian Conservative Party,PCC,0.294
2010.0,COL,3815.0,Coalition,Co,0.277
2010.0,COL,3817.0,National Integration Party,PIN,0.118
2010.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2010.0,COL,4853.0,National Salvation Movement,MSN,0.425
2011.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2011.0,COL,362.0,Colombian Liberal Party,PLC,0.52
2011.0,COL,561.0,Radical Change,CR,0.2735
2011.0,COL,759.0,Social Party of National Unity,Partido-U,0.395
2011.0,COL,1577.0,Colombian Conservative Party,PCC,0.29374999999999996
2011.0,COL,3815.0,Coalition,Co,0.277
2011.0,COL,3817.0,National Integration Party,PIN,0.118
2011.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2011.0,COL,4853.0,National Salvation Movement,MSN,0.425
2012.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2012.0,COL,362.0,Colombian Liberal Party,PLC,0.52
2012.0,COL,561.0,Radical Change,CR,0.269
2012.0,COL,759.0,Social Party of National Unity,Partido-U,0.4
2012.0,COL,1577.0,Colombian Conservative Party,PCC,0.2935
2012.0,COL,3815.0,Coalition,Co,0.277
2012.0,COL,3817.0,National Integration Party,PIN,0.118
2012.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2012.0,COL,4853.0,National Salvation Movement,MSN,0.425
2013.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2013.0,COL,362.0,Colombian Liberal Party,PLC,0.52
2013.0,COL,561.0,Radical Change,CR,0.2645
2013.0,COL,759.0,Social Party of National Unity,Partido-U,0.40499999999999997
2013.0,COL,1577.0,Colombian Conservative Party,PCC,0.29325
2013.0,COL,3815.0,Coalition,Co,0.277
2013.0,COL,3817.0,National Integration Party,PIN,0.118
2013.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2013.0,COL,4853.0,National Salvation Movement,MSN,0.425
2014.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2014.0,COL,362.0,Colombian Liberal Party,PLC,0.52
2014.0,COL,561.0,Radical Change,CR,0.26
2014.0,COL,759.0,Social Party of National Unity,Partido-U,0.41
2014.0,COL,1577.0,Colombian Conservative Party,PCC,0.293
2014.0,COL,3815.0,Coalition,Co,0.277
2014.0,COL,3817.0,National Integration Party,PIN,0.118
2014.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2014.0,COL,4853.0,National Salvation Movement,MSN,0.425
2014.0,COL,5879.0,Democratic Centre,CD,0.295
2015.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2015.0,COL,362.0,Colombian Liberal Party,PLC,0.51125
2015.0,COL,561.0,Radical Change,CR,0.27775
2015.0,COL,759.0,Social Party of National Unity,Partido-U,0.42524999999999996
2015.0,COL,1577.0,Colombian Conservative Party,PCC,0.3045
2015.0,COL,3815.0,Coalition,Co,0.277
2015.0,COL,3817.0,National Integration Party,PIN,0.118
2015.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2015.0,COL,4853.0,National Salvation Movement,MSN,0.425
2015.0,COL,5879.0,Democratic Centre,CD,0.31024999999999997
2016.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2016.0,COL,362.0,Colombian Liberal Party,PLC,0.5025
2016.0,COL,561.0,Radical Change,CR,0.2955
2016.0,COL,759.0,Social Party of National Unity,Partido-U,0.4405
2016.0,COL,1577.0,Colombian Conservative Party,PCC,0.316
2016.0,COL,3815.0,Coalition,Co,0.277
2016.0,COL,3817.0,National Integration Party,PIN,0.118
2016.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2016.0,COL,4853.0,National Salvation Movement,MSN,0.425
2016.0,COL,5879.0,Democratic Centre,CD,0.3255
2017.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2017.0,COL,362.0,Colombian Liberal Party,PLC,0.49375
2017.0,COL,561.0,Radical Change,CR,0.31325000000000003
2017.0,COL,759.0,Social Party of National Unity,Partido-U,0.45575
2017.0,COL,1577.0,Colombian Conservative Party,PCC,0.3275
2017.0,COL,3815.0,Coalition,Co,0.277
2017.0,COL,3817.0,National Integration Party,PIN,0.118
2017.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2017.0,COL,4853.0,National Salvation Movement,MSN,0.425
2017.0,COL,5879.0,Democratic Centre,CD,0.34075
2018.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2018.0,COL,362.0,Colombian Liberal Party,PLC,0.485
2018.0,COL,561.0,Radical Change,CR,0.331
2018.0,COL,759.0,Social Party of National Unity,Partido-U,0.471
2018.0,COL,1577.0,Colombian Conservative Party,PCC,0.339
2018.0,COL,3815.0,Coalition,Co,0.277
2018.0,COL,3817.0,National Integration Party,PIN,0.118
2018.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2018.0,COL,4853.0,National Salvation Movement,MSN,0.425
2018.0,COL,5879.0,Democratic Centre,CD,0.356
2018.0,COL,5926.0,Green Alliance,AV,0.669
2019.0,COL,218.0,Alternative Democratic Pole,PDA,0.914
2019.0,COL,362.0,Colombian Liberal Party,PLC,0.485
2019.0,COL,561.0,Radical Change,CR,0.331
2019.0,COL,759.0,Social Party of National Unity,Partido-U,0.471
2019.0,COL,1577.0,Colombian Conservative Party,PCC,0.339
2019.0,COL,3815.0,Coalition,Co,0.277
2019.0,COL,3817.0,National Integration Party,PIN,0.118
2019.0,COL,4852.0,Democratic Alliance - 19th of April Movement,DA M19,0.968
2019.0,COL,4853.0,National Salvation Movement,MSN,0.425
2019.0,COL,5879.0,Democratic Centre,CD,0.356
2019.0,COL,5926.0,Green Alliance,AV,0.669
1990.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.534
1990.0,CRI,1367.0,National Liberation Party,PLN,0.379
1991.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.48850000000000005
1991.0,CRI,1367.0,National Liberation Party,PLN,0.379
1992.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.443
1992.0,CRI,1367.0,National Liberation Party,PLN,0.379
1993.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.39749999999999996
1993.0,CRI,1367.0,National Liberation Party,PLN,0.379
1994.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.352
1994.0,CRI,1367.0,National Liberation Party,PLN,0.379
1994.0,CRI,4230.0,Democratic Force,FD,0.874
1995.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.39749999999999996
1995.0,CRI,1367.0,National Liberation Party,PLN,0.379
1995.0,CRI,4230.0,Democratic Force,FD,0.874
1996.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.443
1996.0,CRI,1367.0,National Liberation Party,PLN,0.379
1996.0,CRI,4230.0,Democratic Force,FD,0.874
1997.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.48850000000000005
1997.0,CRI,1367.0,National Liberation Party,PLN,0.379
1997.0,CRI,4230.0,Democratic Force,FD,0.874
1998.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.534
1998.0,CRI,1367.0,National Liberation Party,PLN,0.379
1998.0,CRI,4230.0,Democratic Force,FD,0.874
1999.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.518
1999.0,CRI,1367.0,National Liberation Party,PLN,0.36525
1999.0,CRI,4230.0,Democratic Force,FD,0.874
2000.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.502
2000.0,CRI,1367.0,National Liberation Party,PLN,0.35150000000000003
2000.0,CRI,4230.0,Democratic Force,FD,0.874
2001.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.486
2001.0,CRI,1367.0,National Liberation Party,PLN,0.33775
2001.0,CRI,4230.0,Democratic Force,FD,0.874
2002.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2002.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.47
2002.0,CRI,1247.0,Citizens' Action Party,PAC,0.764
2002.0,CRI,1367.0,National Liberation Party,PLN,0.324
2002.0,CRI,4230.0,Democratic Force,FD,0.874
2003.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2003.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.519
2003.0,CRI,1247.0,Citizens' Action Party,PAC,0.77
2003.0,CRI,1367.0,National Liberation Party,PLN,0.324
2003.0,CRI,4230.0,Democratic Force,FD,0.874
2004.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2004.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.5680000000000001
2004.0,CRI,1247.0,Citizens' Action Party,PAC,0.776
2004.0,CRI,1367.0,National Liberation Party,PLN,0.324
2004.0,CRI,4230.0,Democratic Force,FD,0.874
2005.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2005.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.617
2005.0,CRI,1247.0,Citizens' Action Party,PAC,0.782
2005.0,CRI,1367.0,National Liberation Party,PLN,0.324
2005.0,CRI,4230.0,Democratic Force,FD,0.874
2006.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2006.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2006.0,CRI,1247.0,Citizens' Action Party,PAC,0.788
2006.0,CRI,1367.0,National Liberation Party,PLN,0.324
2006.0,CRI,4230.0,Democratic Force,FD,0.874
2007.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2007.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2007.0,CRI,1247.0,Citizens' Action Party,PAC,0.7542500000000001
2007.0,CRI,1367.0,National Liberation Party,PLN,0.324
2007.0,CRI,4230.0,Democratic Force,FD,0.874
2008.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2008.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2008.0,CRI,1247.0,Citizens' Action Party,PAC,0.7205
2008.0,CRI,1367.0,National Liberation Party,PLN,0.324
2008.0,CRI,4230.0,Democratic Force,FD,0.874
2009.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2009.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2009.0,CRI,1247.0,Citizens' Action Party,PAC,0.68675
2009.0,CRI,1367.0,National Liberation Party,PLN,0.324
2009.0,CRI,4230.0,Democratic Force,FD,0.874
2010.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2010.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2010.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2010.0,CRI,1247.0,Citizens' Action Party,PAC,0.653
2010.0,CRI,1367.0,National Liberation Party,PLN,0.324
2010.0,CRI,4230.0,Democratic Force,FD,0.874
2011.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2011.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2011.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2011.0,CRI,1247.0,Citizens' Action Party,PAC,0.64175
2011.0,CRI,1367.0,National Liberation Party,PLN,0.324
2011.0,CRI,4230.0,Democratic Force,FD,0.874
2012.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2012.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2012.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2012.0,CRI,1247.0,Citizens' Action Party,PAC,0.6305000000000001
2012.0,CRI,1367.0,National Liberation Party,PLN,0.324
2012.0,CRI,4230.0,Democratic Force,FD,0.874
2013.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2013.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2013.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2013.0,CRI,1247.0,Citizens' Action Party,PAC,0.61925
2013.0,CRI,1367.0,National Liberation Party,PLN,0.324
2013.0,CRI,4230.0,Democratic Force,FD,0.874
2014.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2014.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2014.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2014.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2014.0,CRI,1252.0,Broad Front,FA,0.897
2014.0,CRI,1367.0,National Liberation Party,PLN,0.324
2014.0,CRI,4230.0,Democratic Force,FD,0.874
2015.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2015.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2015.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2015.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2015.0,CRI,1252.0,Broad Front,FA,0.897
2015.0,CRI,1367.0,National Liberation Party,PLN,0.3365
2015.0,CRI,4230.0,Democratic Force,FD,0.874
2016.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2016.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2016.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2016.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2016.0,CRI,1252.0,Broad Front,FA,0.897
2016.0,CRI,1367.0,National Liberation Party,PLN,0.349
2016.0,CRI,4230.0,Democratic Force,FD,0.874
2017.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2017.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2017.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2017.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2017.0,CRI,1252.0,Broad Front,FA,0.897
2017.0,CRI,1367.0,National Liberation Party,PLN,0.3615
2017.0,CRI,4230.0,Democratic Force,FD,0.874
2018.0,CRI,257.0,National Restoration Party,PRN,0.775
2018.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2018.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2018.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2018.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2018.0,CRI,1252.0,Broad Front,FA,0.897
2018.0,CRI,1367.0,National Liberation Party,PLN,0.374
2018.0,CRI,4230.0,Democratic Force,FD,0.874
2018.0,CRI,4418.0,National Integration Party,PIN,0.71
2019.0,CRI,257.0,National Restoration Party,PRN,0.775
2019.0,CRI,504.0,Accessibility without Exclusion,PASE,0.757
2019.0,CRI,842.0,Libertarian Movement Party,PML,0.757
2019.0,CRI,1199.0,Social Christian Unity Party,PUSC,0.666
2019.0,CRI,1247.0,Citizens' Action Party,PAC,0.608
2019.0,CRI,1252.0,Broad Front,FA,0.897
2019.0,CRI,1367.0,National Liberation Party,PLN,0.374
2019.0,CRI,4230.0,Democratic Force,FD,0.874
2019.0,CRI,4418.0,National Integration Party,PIN,0.71
1993.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1994.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1995.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1996.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1997.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1998.0,CUB,4892.0,Communist Party of Cuba,PCC,0.804
1999.0,CUB,4892.0,Communist Party of Cuba,PCC,0.8014
2000.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7988000000000001
2001.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7962
2002.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7936000000000001
2003.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2004.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7912
2005.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7914
2006.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7916000000000001
2007.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7918000000000001
2008.0,CUB,4892.0,Communist Party of Cuba,PCC,0.792
2009.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7918000000000001
2010.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7916000000000001
2011.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7914
2012.0,CUB,4892.0,Communist Party of Cuba,PCC,0.7912
2013.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2014.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2015.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2016.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2017.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2018.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
2019.0,CUB,4892.0,Communist Party of Cuba,PCC,0.791
1990.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.099
1990.0,DOM,1225.0,Dominican Liberation Party,PLD,0.625
1990.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.51
1990.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1991.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.092
1991.0,DOM,1225.0,Dominican Liberation Party,PLD,0.5785
1991.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.48250000000000004
1991.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1992.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.08499999999999999
1992.0,DOM,1225.0,Dominican Liberation Party,PLD,0.532
1992.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.455
1992.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1993.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.078
1993.0,DOM,1225.0,Dominican Liberation Party,PLD,0.4855
1993.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.4275
1993.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1994.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.071
1994.0,DOM,1225.0,Dominican Liberation Party,PLD,0.439
1994.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.4
1994.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1995.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.08925
1995.0,DOM,1225.0,Dominican Liberation Party,PLD,0.37324999999999997
1995.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.3855
1995.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1996.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.10749999999999998
1996.0,DOM,1225.0,Dominican Liberation Party,PLD,0.3075
1996.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.371
1996.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1997.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.12574999999999997
1997.0,DOM,1225.0,Dominican Liberation Party,PLD,0.24175
1997.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.35650000000000004
1997.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1998.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.144
1998.0,DOM,1225.0,Dominican Liberation Party,PLD,0.176
1998.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.342
1998.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
1999.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.1545
1999.0,DOM,1225.0,Dominican Liberation Party,PLD,0.182
1999.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.34400000000000003
1999.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2000.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.16499999999999998
2000.0,DOM,1225.0,Dominican Liberation Party,PLD,0.188
2000.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.346
2000.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2001.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.1755
2001.0,DOM,1225.0,Dominican Liberation Party,PLD,0.194
2001.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.348
2001.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2002.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.186
2002.0,DOM,1225.0,Dominican Liberation Party,PLD,0.2
2002.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.35
2002.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2003.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.1895
2003.0,DOM,1225.0,Dominican Liberation Party,PLD,0.1965
2003.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.34625
2003.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2004.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.193
2004.0,DOM,1225.0,Dominican Liberation Party,PLD,0.193
2004.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.3425
2004.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2005.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.1965
2005.0,DOM,1225.0,Dominican Liberation Party,PLD,0.1895
2005.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.33875
2005.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2006.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.2
2006.0,DOM,1225.0,Dominican Liberation Party,PLD,0.186
2006.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.335
2006.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2007.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.19725
2007.0,DOM,1225.0,Dominican Liberation Party,PLD,0.17175
2007.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.33475
2007.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2008.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.1945
2008.0,DOM,1225.0,Dominican Liberation Party,PLD,0.1575
2008.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.3345
2008.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2009.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.19175
2009.0,DOM,1225.0,Dominican Liberation Party,PLD,0.14325
2009.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.33425000000000005
2009.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2010.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.189
2010.0,DOM,1225.0,Dominican Liberation Party,PLD,0.129
2010.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.334
2010.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2011.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.18133333333333335
2011.0,DOM,1225.0,Dominican Liberation Party,PLD,0.12966666666666668
2011.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.3205
2011.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2012.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.17366666666666666
2012.0,DOM,1225.0,Dominican Liberation Party,PLD,0.13033333333333333
2012.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.307
2012.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2013.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.16599999999999998
2013.0,DOM,1225.0,Dominican Liberation Party,PLD,0.131
2013.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.2935
2013.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2014.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.15833333333333333
2014.0,DOM,1225.0,Dominican Liberation Party,PLD,0.13166666666666668
2014.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.28
2014.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2015.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.15066666666666667
2015.0,DOM,1225.0,Dominican Liberation Party,PLD,0.13233333333333333
2015.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.2665
2015.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2016.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.143
2016.0,DOM,1225.0,Dominican Liberation Party,PLD,0.133
2016.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.253
2016.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2016.0,DOM,7544.0,Modern Revolutionary Party,PRM,0.331
2017.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.143
2017.0,DOM,1225.0,Dominican Liberation Party,PLD,0.133
2017.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.253
2017.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2017.0,DOM,7544.0,Modern Revolutionary Party,PRM,0.331
2018.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.143
2018.0,DOM,1225.0,Dominican Liberation Party,PLD,0.133
2018.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.253
2018.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2018.0,DOM,7544.0,Modern Revolutionary Party,PRM,0.331
2019.0,DOM,194.0,Social Christian Reformist Party,PRSC,0.143
2019.0,DOM,1225.0,Dominican Liberation Party,PLD,0.133
2019.0,DOM,1441.0,Dominican Revolutionary Party,PRD,0.253
2019.0,DOM,4194.0,Independent Revolutionary Party,PRI,0.271
2019.0,DOM,7544.0,Modern Revolutionary Party,PRM,0.331
1990.0,ECU,797.0,Democratic Left,ID,0.382
1990.0,ECU,885.0,Ecuadorian Socialist Party,PSE,0.631
1990.0,ECU,950.0,Social Christian Party [Movement],PSC,0.255
1990.0,ECU,1405.0,Christian Democratic Union / Popular Democracy,UDC/DP,0.34
1990.0,ECU,1450.0,Ecuadorian Roldosist Party,PRE,0.943
1990.0,ECU,1521.0,Democratic People's Movement,MPD,0.699
1990.0,ECU,4198.0,Alfarista Radical Front,FRA,0.339
1990.0,ECU,4270.0,Radical Liberal Party,PLRE,0.272
1990.0,ECU,4348.0,Concentration of Popular Forces,CFP,0.769
1990.0,ECU,7487.0,Broad Front of the Left,FADI,0.743
1991.0,ECU,797.0,Democratic Left,ID,0.3765
1991.0,ECU,885.0,Ecuadorian Socialist Party,PSE,0.631
1991.0,ECU,950.0,Social Christian Party [Movement],PSC,0.255
1991.0,ECU,1405.0,Christian Democratic Union / Popular Democracy,UDC/DP,0.329
1991.0,ECU,1450.0,Ecuadorian Roldosist Party,PRE,0.9259999999999999
1991.0,ECU,1521.0,Democratic People's Movement,MPD,0.6930000000000001
