YEAR,ISO3,v2paid,v2paenname,v2pashname,VPARTY
2011.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2011.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2011.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2011.0,BOL,4386.0,New Republic Force,NFR,0.404
2011.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2011.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2011.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2011.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2011.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2011.0,BOL,6059.0,Patriotic Accord,AP,0.288
2012.0,BOL,170.0,National Unity Front,UN,0.2618888888888889
2012.0,BOL,442.0,Movement for Socialism,MAS,0.9107999999999999
2012.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2012.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2012.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2012.0,BOL,4386.0,New Republic Force,NFR,0.404
2012.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2012.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2012.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2012.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2012.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2012.0,BOL,6059.0,Patriotic Accord,AP,0.288
2013.0,BOL,170.0,National Unity Front,UN,0.2594444444444445
2013.0,BOL,442.0,Movement for Socialism,MAS,0.9014
2013.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2013.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2013.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2013.0,BOL,4386.0,New Republic Force,NFR,0.404
2013.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2013.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2013.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2013.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2013.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2013.0,BOL,6059.0,Patriotic Accord,AP,0.288
2014.0,BOL,170.0,National Unity Front,UN,0.257
2014.0,BOL,442.0,Movement for Socialism,MAS,0.892
2014.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2014.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2014.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2014.0,BOL,4386.0,New Republic Force,NFR,0.404
2014.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2014.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2014.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2014.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2014.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2014.0,BOL,5139.0,Christian Democratic Party,PDC,0.237
2014.0,BOL,6059.0,Patriotic Accord,AP,0.288
2015.0,BOL,170.0,National Unity Front,UN,0.257
2015.0,BOL,442.0,Movement for Socialism,MAS,0.8854
2015.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2015.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2015.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2015.0,BOL,4386.0,New Republic Force,NFR,0.404
2015.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2015.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2015.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2015.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2015.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2015.0,BOL,5139.0,Christian Democratic Party,PDC,0.2322
2015.0,BOL,6059.0,Patriotic Accord,AP,0.288
2016.0,BOL,170.0,National Unity Front,UN,0.257
2016.0,BOL,442.0,Movement for Socialism,MAS,0.8788
2016.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2016.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2016.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2016.0,BOL,4386.0,New Republic Force,NFR,0.404
2016.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2016.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2016.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2016.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2016.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2016.0,BOL,5139.0,Christian Democratic Party,PDC,0.2274
2016.0,BOL,6059.0,Patriotic Accord,AP,0.288
2017.0,BOL,170.0,National Unity Front,UN,0.257
2017.0,BOL,442.0,Movement for Socialism,MAS,0.8722
2017.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2017.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2017.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2017.0,BOL,4386.0,New Republic Force,NFR,0.404
2017.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2017.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2017.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2017.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2017.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2017.0,BOL,5139.0,Christian Democratic Party,PDC,0.2226
2017.0,BOL,6059.0,Patriotic Accord,AP,0.288
2018.0,BOL,170.0,National Unity Front,UN,0.257
2018.0,BOL,442.0,Movement for Socialism,MAS,0.8656
2018.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2018.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2018.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2018.0,BOL,4386.0,New Republic Force,NFR,0.404
2018.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2018.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2018.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2018.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2018.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2018.0,BOL,5139.0,Christian Democratic Party,PDC,0.2178
2018.0,BOL,6059.0,Patriotic Accord,AP,0.288
2019.0,BOL,170.0,National Unity Front,UN,0.257
2019.0,BOL,442.0,Movement for Socialism,MAS,0.859
2019.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2019.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2019.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2019.0,BOL,4386.0,New Republic Force,NFR,0.404
2019.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2019.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2019.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2019.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2019.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2019.0,BOL,5139.0,Christian Democratic Party,PDC,0.213
2019.0,BOL,6059.0,Patriotic Accord,AP,0.288
2019.0,BOL,8126.0,Civic Community,CC,0.499
1990.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.348
1990.0,BRA,356.0,Workers' Party,PT,0.781
1990.0,BRA,458.0,Brazilian Labour Party,PTB,0.365
1990.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.356
1990.0,BRA,1009.0,Democratic Labour Party,PDT,0.649
1990.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1990.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.098
1990.0,BRA,1823.0,Liberal Party,PL,0.179
1990.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1991.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.32475
1991.0,BRA,356.0,Workers' Party,PT,0.77225
1991.0,BRA,458.0,Brazilian Labour Party,PTB,0.3475
1991.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.3295
1991.0,BRA,1009.0,Democratic Labour Party,PDT,0.64325
1991.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1991.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.10550000000000001
1991.0,BRA,1823.0,Liberal Party,PL,0.1740833333333333
1991.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1992.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.3015
1992.0,BRA,356.0,Workers' Party,PT,0.7635000000000001
1992.0,BRA,458.0,Brazilian Labour Party,PTB,0.32999999999999996
1992.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.303
1992.0,BRA,1009.0,Democratic Labour Party,PDT,0.6375
1992.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1992.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.113
1992.0,BRA,1823.0,Liberal Party,PL,0.16916666666666666
1992.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1993.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.27825
1993.0,BRA,356.0,Workers' Party,PT,0.75475
1993.0,BRA,458.0,Brazilian Labour Party,PTB,0.3125
1993.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.27649999999999997
1993.0,BRA,1009.0,Democratic Labour Party,PDT,0.63175
1993.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1993.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.1205
1993.0,BRA,1823.0,Liberal Party,PL,0.16425
1993.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1994.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.255
1994.0,BRA,356.0,Workers' Party,PT,0.746
1994.0,BRA,458.0,Brazilian Labour Party,PTB,0.295
1994.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.25
1994.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.12
1994.0,BRA,1009.0,Democratic Labour Party,PDT,0.626
1994.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1994.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.128
1994.0,BRA,1823.0,Liberal Party,PL,0.15933333333333333
1994.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1994.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1995.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.244
1995.0,BRA,356.0,Workers' Party,PT,0.74325
1995.0,BRA,458.0,Brazilian Labour Party,PTB,0.28225
1995.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.241
1995.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.11324999999999999
1995.0,BRA,1009.0,Democratic Labour Party,PDT,0.622
1995.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1995.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.1235
1995.0,BRA,1823.0,Liberal Party,PL,0.15441666666666665
1995.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1995.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1996.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.23299999999999998
1996.0,BRA,356.0,Workers' Party,PT,0.7404999999999999
1996.0,BRA,458.0,Brazilian Labour Party,PTB,0.26949999999999996
1996.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.23199999999999998
1996.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.1065
1996.0,BRA,1009.0,Democratic Labour Party,PDT,0.618
1996.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1996.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.119
1996.0,BRA,1823.0,Liberal Party,PL,0.1495
1996.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1996.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1997.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.222
1997.0,BRA,356.0,Workers' Party,PT,0.73775
1997.0,BRA,458.0,Brazilian Labour Party,PTB,0.25675
1997.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.223
1997.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.09975
1997.0,BRA,1009.0,Democratic Labour Party,PDT,0.614
1997.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1997.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.1145
1997.0,BRA,1823.0,Liberal Party,PL,0.14458333333333334
1997.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1997.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1998.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.211
1998.0,BRA,356.0,Workers' Party,PT,0.735
1998.0,BRA,458.0,Brazilian Labour Party,PTB,0.244
1998.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.214
1998.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.093
1998.0,BRA,1009.0,Democratic Labour Party,PDT,0.61
1998.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1998.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.11
1998.0,BRA,1823.0,Liberal Party,PL,0.13966666666666666
1998.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1998.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
1999.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.21425
1999.0,BRA,356.0,Workers' Party,PT,0.7215
1999.0,BRA,458.0,Brazilian Labour Party,PTB,0.244
1999.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.2045
1999.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.099
1999.0,BRA,1009.0,Democratic Labour Party,PDT,0.59175
1999.0,BRA,1163.0,Democratic Social Party,PDS,0.029
1999.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.11525
1999.0,BRA,1823.0,Liberal Party,PL,0.13474999999999998
1999.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
1999.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2000.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.2175
2000.0,BRA,356.0,Workers' Party,PT,0.708
2000.0,BRA,458.0,Brazilian Labour Party,PTB,0.244
2000.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.195
2000.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.10500000000000001
2000.0,BRA,1009.0,Democratic Labour Party,PDT,0.5735
2000.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2000.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.1205
2000.0,BRA,1823.0,Liberal Party,PL,0.12983333333333333
2000.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2000.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2001.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.22075
2001.0,BRA,356.0,Workers' Party,PT,0.6945
2001.0,BRA,458.0,Brazilian Labour Party,PTB,0.244
2001.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.1855
2001.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.111
2001.0,BRA,1009.0,Democratic Labour Party,PDT,0.55525
2001.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2001.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.12575
2001.0,BRA,1823.0,Liberal Party,PL,0.12491666666666666
2001.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2001.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2002.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.224
2002.0,BRA,356.0,Workers' Party,PT,0.681
2002.0,BRA,458.0,Brazilian Labour Party,PTB,0.244
2002.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.176
2002.0,BRA,723.0,Brazilian Socialist Party,PSB,0.498
2002.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2002.0,BRA,1009.0,Democratic Labour Party,PDT,0.537
2002.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2002.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.131
2002.0,BRA,1823.0,Liberal Party,PL,0.12
2002.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2002.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2003.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.224
2003.0,BRA,356.0,Workers' Party,PT,0.6787500000000001
2003.0,BRA,458.0,Brazilian Labour Party,PTB,0.24675
2003.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.1885
2003.0,BRA,723.0,Brazilian Socialist Party,PSB,0.5005
2003.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2003.0,BRA,1009.0,Democratic Labour Party,PDT,0.5315000000000001
2003.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2003.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.131
2003.0,BRA,1823.0,Liberal Party,PL,0.12
2003.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2003.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2004.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.224
2004.0,BRA,356.0,Workers' Party,PT,0.6765000000000001
2004.0,BRA,458.0,Brazilian Labour Party,PTB,0.2495
2004.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.201
2004.0,BRA,723.0,Brazilian Socialist Party,PSB,0.503
2004.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2004.0,BRA,1009.0,Democratic Labour Party,PDT,0.526
2004.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2004.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.131
2004.0,BRA,1823.0,Liberal Party,PL,0.12
2004.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2004.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2005.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.224
2005.0,BRA,356.0,Workers' Party,PT,0.67425
2005.0,BRA,458.0,Brazilian Labour Party,PTB,0.25225
2005.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.2135
2005.0,BRA,723.0,Brazilian Socialist Party,PSB,0.5055000000000001
2005.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2005.0,BRA,1009.0,Democratic Labour Party,PDT,0.5205
2005.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2005.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.131
2005.0,BRA,1823.0,Liberal Party,PL,0.12
2005.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2005.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2006.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.224
2006.0,BRA,267.0,Socialist People's Party,PPS,0.436
2006.0,BRA,356.0,Workers' Party,PT,0.672
2006.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2006.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.226
2006.0,BRA,723.0,Brazilian Socialist Party,PSB,0.508
2006.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2006.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2006.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2006.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.131
2006.0,BRA,1823.0,Liberal Party,PL,0.12
2006.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2006.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2007.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.2255
2007.0,BRA,267.0,Socialist People's Party,PPS,0.436
2007.0,BRA,356.0,Workers' Party,PT,0.6645000000000001
2007.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2007.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.226
2007.0,BRA,723.0,Brazilian Socialist Party,PSB,0.49875
2007.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2007.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2007.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2007.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.135
2007.0,BRA,1823.0,Liberal Party,PL,0.12
2007.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2007.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2008.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.227
2008.0,BRA,267.0,Socialist People's Party,PPS,0.436
2008.0,BRA,356.0,Workers' Party,PT,0.657
2008.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2008.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.226
2008.0,BRA,723.0,Brazilian Socialist Party,PSB,0.4895
2008.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2008.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2008.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2008.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.139
2008.0,BRA,1823.0,Liberal Party,PL,0.12
2008.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2008.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2009.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.2285
2009.0,BRA,267.0,Socialist People's Party,PPS,0.436
2009.0,BRA,356.0,Workers' Party,PT,0.6495
2009.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2009.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.226
2009.0,BRA,723.0,Brazilian Socialist Party,PSB,0.48024999999999995
2009.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2009.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2009.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2009.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.143
2009.0,BRA,1823.0,Liberal Party,PL,0.12
2009.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2009.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2010.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.23
2010.0,BRA,267.0,Socialist People's Party,PPS,0.436
2010.0,BRA,356.0,Workers' Party,PT,0.642
2010.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2010.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.226
2010.0,BRA,723.0,Brazilian Socialist Party,PSB,0.471
2010.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2010.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2010.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2010.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.147
2010.0,BRA,1823.0,Liberal Party,PL,0.12
2010.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2010.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2010.0,BRA,4405.0,Party of the Republic / Liberal Party,PR / PL,0.098
2011.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.22575
2011.0,BRA,267.0,Socialist People's Party,PPS,0.436
2011.0,BRA,356.0,Workers' Party,PT,0.6535
2011.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2011.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.2285
2011.0,BRA,723.0,Brazilian Socialist Party,PSB,0.46449999999999997
2011.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2011.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2011.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2011.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.147
2011.0,BRA,1823.0,Liberal Party,PL,0.12
2011.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2011.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2011.0,BRA,4405.0,Party of the Republic / Liberal Party,PR / PL,0.098
2012.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.2215
2012.0,BRA,267.0,Socialist People's Party,PPS,0.436
2012.0,BRA,356.0,Workers' Party,PT,0.665
2012.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2012.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.23099999999999998
2012.0,BRA,723.0,Brazilian Socialist Party,PSB,0.45799999999999996
2012.0,BRA,781.0,Progressive Party / Brazilian Progressive Party (PPB),PPB,0.117
2012.0,BRA,1009.0,Democratic Labour Party,PDT,0.515
2012.0,BRA,1163.0,Democratic Social Party,PDS,0.029
2012.0,BRA,1536.0,Liberal Front / Democrats,PFL,0.147
2012.0,BRA,1823.0,Liberal Party,PL,0.12
2012.0,BRA,4402.0,Reform Progressive Party,PPR,0.154
2012.0,BRA,4403.0,Christian Democratic Party,PDC,0.175
2012.0,BRA,4405.0,Party of the Republic / Liberal Party,PR / PL,0.098
2013.0,BRA,225.0,Brazilian Social Democracy Party,PSDB,0.21725
2013.0,BRA,267.0,Socialist People's Party,PPS,0.436
2013.0,BRA,356.0,Workers' Party,PT,0.6765
2013.0,BRA,458.0,Brazilian Labour Party,PTB,0.255
2013.0,BRA,654.0,Partido do Movimento Democrático Brasileiro,PMDB,0.23349999999999999
2013.0,BRA,723.0,Brazilian Socialist Party,PSB,0.4515
